,DATETIME,TempG,HumidityG,BarometerG,TempM,HumidityM,BarometerM,TOTALDEMAND
439,2019-05-28 17:00:00,14,66,1002,5,93,1009,6233.67
440,2019-05-28 18:00:00,13,67,1002,6,87,1010,6621.39
441,2019-05-28 20:00:00,12,66,1001,6,76,1011,6262.08
442,2019-05-28 21:00:00,10,88,1001,6,76,1012,5935.1
443,2019-05-28 23:00:00,10,91,1001,5,87,1014,5034.32
444,2019-05-29 00:00:00,10,87,1000,9,82,1002,5067.63
445,2019-05-29 02:00:00,8,90,1000,9,76,1002,4303.35
446,2019-05-29 03:00:00,8,86,999,8,76,1001,4076.48
447,2019-05-29 05:00:00,8,90,999,8,76,1001,4047.55
448,2019-05-29 06:00:00,7,93,999,7,76,1001,4507.59
449,2019-05-29 08:00:00,7,91,1002,7,66,1002,6163.52
450,2019-05-29 09:00:00,8,82,1002,8,57,1003,6218.24
451,2019-05-29 11:00:00,8,92,1004,9,54,1004,5723.45
452,2019-05-29 12:00:00,7,87,1004,9,62,1004,5675.74
453,2019-05-29 14:00:00,9,92,1004,10,54,1004,5722.6
454,2019-05-29 15:00:00,7,93,1006,9,58,1005,5944.0
455,2019-05-29 17:00:00,7,89,1008,5,93,1009,6864.11
456,2019-05-29 18:00:00,7,84,1010,6,87,1010,7358.98
457,2019-05-29 20:00:00,7,89,1012,6,76,1011,6905.13
458,2019-05-29 21:00:00,7,93,1013,6,76,1012,6543.88
459,2019-05-29 23:00:00,6,94,1014,5,87,1014,5497.76
460,2019-05-30 00:00:00,6,93,1015,6,81,1014,5471.56
461,2019-05-30 00:00:00,11,96,1023,6,81,1014,5471.56
462,2019-05-30 02:00:00,7,93,1016,5,93,1015,4713.74
463,2019-05-30 03:00:00,7,93,1017,6,87,1016,4453.94
464,2019-05-30 09:00:00,8,92,1022,7,76,1021,6582.12
465,2019-05-30 11:00:00,11,79,1023,11,67,1022,6110.6
466,2019-05-30 12:00:00,12,74,1023,11,62,1022,5773.21
467,2019-05-30 14:00:00,12,73,1022,12,58,1022,5910.28
468,2019-05-30 15:00:00,12,71,1022,11,62,1022,5982.9
469,2019-05-30 17:00:00,12,81,1023,11,72,1023,6671.15
470,2019-05-30 18:00:00,11,93,1023,10,76,1023,7019.79
471,2019-05-30 20:00:00,11,94,1024,10,82,1024,6592.9
472,2019-05-30 21:00:00,11,94,1024,10,88,1024,6268.42
473,2019-05-30 23:00:00,11,96,1024,11,82,1024,5197.3
474,2019-05-31 02:00:00,12,94,1023,10,100,1024,4484.03
475,2019-05-31 03:00:00,12,94,1024,10,100,1024,4208.4
476,2019-05-31 05:00:00,12,94,1024,11,94,1024,4161.2
477,2019-05-31 06:00:00,12,95,1024,11,94,1024,4548.88
478,2019-05-31 08:00:00,12,94,1026,11,94,1026,6037.34
479,2019-05-31 09:00:00,12,95,1027,11,94,1027,6132.15
480,2019-05-31 11:00:00,12,95,1028,13,82,1027,6002.49
481,2019-05-31 12:00:00,12,95,1028,12,88,1027,5871.22
482,2019-05-31 14:00:00,13,93,1028,12,88,1027,5945.26
483,2019-05-31 15:00:00,13,83,1028,11,88,1027,5884.01
484,2019-05-31 17:00:00,13,85,1028,11,94,1028,6410.98
485,2019-05-31 18:00:00,13,80,1029,11,94,1029,6729.63
486,2019-05-31 20:00:00,13,83,1030,11,94,1029,6268.92
487,2019-05-31 21:00:00,13,79,1030,11,94,1030,6013.77
488,2019-05-31 23:00:00,13,85,1031,11,88,1030,5280.59
